Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
432,Jahkeele Marshall-Rutty,ca CAN,DF,Toronto FC,17,2004,6.9,0,4,1,25,0.58,0.14,0,0,23.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,b9459f85
433,Nick Marsman,nl NED,GK,Inter Miami,31,1990,7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,f352799f
434,José Martínez,es ESP,DF,FC Dallas,28,1993,29.1,0,7,2,28.6,0.24,0.07,0,0,11.1,0,0,0,0.9,0.9,0.12,-0.9,-0.9,Matches,8e049cbd
435,Josef Martínez,ve VEN,FW,Atlanta Utd,28,1993,16.3,9,48,20,41.7,2.95,1.23,0.17,0.4,14.3,0,1,1,8.7,7.9,0.16,0.3,0.1,Matches,e73f0aa1
436,Luís Martins,pt POR,DFMF,Vancouver,29,1992,5.2,0,5,1,20,0.96,0.19,0,0,18.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,56b7c09b
437,Thiago Martins,br BRA,DF,NYCFC,26,1995,23.9,0,6,2,33.3,0.25,0.08,0,0,13.7,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches,4d6ec370
438,Alexandru Mățan,ro ROU,FWMF,Columbus Crew,22,1999,0.4,0,3,1,33.3,8.44,2.81,0,0,12.2,0,0,0,0.7,0.7,0.22,-0.7,-0.7,Matches,3bd3bcc4
439,Rónald Matarrita,cr CRC,DF,FC Cincinnati,27,1994,2.5,1,3,1,33.3,1.21,0.4,0.33,1,26,1,0,0,0.1,0.1,0.04,0.9,0.9,Matches,491862dd
440,Jimmy Maurer,us USA,GK,FC Dallas,33,1988,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,ca1c6f3d
441,José Mauri,it ITA,MF,Sporting KC,25,1996,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,644faf10
442,Chris Mavinga,cd COD,DF,Toronto FC,30,1991,16.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,fda36cfb
443,Max,br BRA,MFFW,Colorado Rapids,20,2001,10,0,23,6,26.1,2.29,0.6,0,0,20.2,0,0,0,2.3,2.3,0.1,-2.3,-2.3,Matches,67c3efa4
444,Olivier Mbaizo,cm CMR,DF,Philadelphia,24,1997,14.5,0,5,2,40,0.34,0.14,0,0,25.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,f6315619
445,Hugo-Hilaire Mbongue Mbongue,ca CAN,FW,Toronto FC,17,2004,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,df4fe2b7
446,John McCarthy,us USA,GK,Los Angeles FC,29,1992,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,2.49E+14
447,Dax McCarty,us USA,MF,Nashville,34,1987,19.7,0,15,1,6.7,0.76,0.05,0,0,21.6,0,0,1,1.8,1,0.07,-1.8,-1,Matches,b74e58c0
448,Aiden McFadden,us USA,DF,Atlanta Utd,23,1998,7.1,0,5,1,20,0.7,0.14,0,0,17.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,eed1b8f6
449,Jack McGlynn,us USA,MF,Philadelphia,18,2003,11.3,1,19,6,31.6,1.68,0.53,0.05,0.17,26.5,5,0,0,0.8,0.8,0.04,0.2,0.2,Matches,e2b8c25c
450,Zac McGraw,us USA,DF,Portland Timbers,24,1997,12,1,10,4,40,0.84,0.33,0.1,0.25,10.3,0,0,0,1.7,1.7,0.17,-0.7,-0.7,Matches,83129dc7
451,Kendall McIntosh,us USA,GK,Sporting KC,28,1994,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,d1f3e74b
452,Thomas McNamara,us USA,MFFW,New England,30,1991,27.5,4,23,12,52.2,0.84,0.44,0.17,0.33,19.3,0,0,0,2.4,2.4,0.11,1.6,1.6,Matches,ab36595d
453,Quinn McNeill,us USA,MF,Charlotte,23,1998,7.4,1,3,2,66.7,0.41,0.27,0.33,0.5,17.2,0,0,0,0.5,0.5,0.17,0.5,0.5,Matches,2a9b1a97
454,Christopher McVey,se SWE,DF,Inter Miami,24,1997,33.8,1,10,4,40,0.3,0.12,0.1,0.25,13.6,0,0,0,1.4,1.4,0.14,-0.4,-0.4,Matches,149d8165
455,Ryan Meara,us USA,GK,NY Red Bulls,31,1990,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,18f0723b
456,Jimmy Medranda,co COL,DFFW,Seattle,27,1994,7.2,0,15,3,20,2.07,0.41,0,0,21.2,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches,6f7ac622
457,Haris Medunjanin,ba BIH,MF,FC Cincinnati,36,1985,5.2,0,2,0,0,0.38,0,0,,23,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,de5d5d41
458,Tim Melia,us USA,GK,Sporting KC,35,1986,20.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,cc741f50
459,Jhegson Méndez,ec ECU,MF,Orlando City,24,1997,4.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,db0c5324
460,Jhegson Méndez,ec ECU,MFFW,Los Angeles FC,24,1997,2.4,0,5,0,0,2.08,0,0,,26.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,db0c5324
461,Jonathan Mensah,gh GHA,DF,Columbus Crew,31,1990,28.6,2,22,9,40.9,0.77,0.31,0.09,0.22,17,1,0,0,1.6,1.5,0.07,0.4,0.5,Matches,8087e6cb
462,Justin Meram,iq IRQ,MFFW,Real Salt Lake,33,1988,25.3,3,38,11,28.9,1.5,0.43,0.08,0.27,20.1,3,0,0,3,3,0.08,0,0,Matches,ae34c71d
463,Romain Métanire,mg MAD,MF,Minnesota Utd,31,1990,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,0fb21da9
464,Nicolás Mezquida,uy URU,MFFW,Colorado Rapids,30,1992,1.2,0,1,1,100,0.8,0.8,0,0,26.4,1,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,00b629e1
465,Matt Miazga,us USA,DF,FC Cincinnati,26,1995,9.2,2,5,2,40,0.54,0.22,0.4,1,12.4,0,0,0,0.5,0.5,0.1,1.5,1.5,Matches,9fc0f253
466,Micael,br BRA,MF,Houston Dynamo,21,2000,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,ea95d7a6
467,Benji Michel,us USA,FWMF,Orlando City,24,1997,16.7,1,25,8,32,1.5,0.48,0.04,0.13,13.2,0,0,0,3.4,3.4,0.14,-2.4,-2.4,Matches,151ca25f
468,Djordje Mihailovic,us USA,MFFW,CF Montréal,23,1998,22.2,9,41,24,58.5,1.85,1.08,0.22,0.38,18.7,4,0,0,6,6,0.15,3,3,Matches,83cf9719
469,Matko Miljevic,us USA,MFFW,CF Montréal,20,2001,7.7,1,26,8,30.8,3.37,1.04,0,0,21,0,1,1,2.3,1.5,0.06,-1.3,-1.5,Matches,74b76abc
470,Eric Miller,us USA,DF,Nashville,29,1993,14.9,0,2,0,0,0.13,0,0,,22.8,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches,c0593f5d
471,Kamal Miller,ca CAN,DF,CF Montréal,24,1997,25.5,2,24,8,33.3,0.94,0.31,0.08,0.25,12.9,0,0,0,2.8,2.8,0.12,-0.8,-0.8,Matches,0646bd8a
472,Tyler Miller,us USA,GK,Minnesota Utd,28,1993,2.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,7827a6b3
473,Kevin Molino,tt TRI,FW,Columbus Crew,31,1990,4.9,1,5,2,40,1.02,0.41,0.2,0.5,23.2,0,0,0,0.4,0.4,0.07,0.6,0.6,Matches,371645ca
474,Alex Monis,us USA,FW,Chicago Fire,18,2003,0,1,1,1,100,45,45,1,1,6.1,0,0,0,0.5,0.5,0.47,0.5,0.5,Matches,66db9e72
475,Jamiro Monteiro,cv CPV,MF,San Jose,28,1993,29.3,4,36,15,41.7,1.23,0.51,0.11,0.27,23.8,2,0,0,2.9,2.9,0.08,1.1,1.1,Matches,d384bddd
476,Fredy Montero,co COL,FWMF,Seattle,34,1987,14.3,4,42,15,35.7,2.94,1.05,0.07,0.2,19,2,1,1,6,5.2,0.12,-2,-2.2,Matches,bc5b5be5
477,Kim Moonhwan,kr KOR,DF,Los Angeles FC,26,1995,0.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,6bce7dd8
478,Drew Moor,us USA,DFMF,Colorado Rapids,38,1984,2.6,0,1,0,0,0.39,0,0,,8.6,0,0,0,0.1,0.1,0.13,-0.1,-0.1,Matches,220cf869
479,Shaquell Moore,us USA,DF,Nashville,25,1996,9.9,0,13,1,7.7,1.32,0.1,0,0,22.4,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches,3b9f859b
480,Felipe Mora,cl CHI,FWMF,Portland Timbers,28,1993,0.9,1,2,1,50,2.17,1.08,0,0,11.4,0,1,1,1.3,0.6,0.28,-0.3,-0.6,Matches,f4b0ea46
481,Joseph Mora,cr CRC,DF,Charlotte,29,1993,19.1,0,6,0,0,0.31,0,0,,28.4,1,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,2af71023
482,Alfredo Morales,us USA,MFDF,NYCFC,31,1990,20.9,0,16,1,6.3,0.77,0.05,0,0,13.2,0,0,0,0.9,0.8,0.05,-0.9,-0.8,Matches,ff45add5
483,Maximiliano Moralez,ar ARG,MF,NYCFC,34,1987,23.3,2,39,13,33.3,1.67,0.56,0.05,0.15,21.3,6,0,1,3.9,3.1,0.08,-1.9,-1.1,Matches,f99f37fc
484,Steven Moreira,fr FRA,DF,Columbus Crew,27,1994,30.9,1,11,4,36.4,0.36,0.13,0.09,0.25,18.9,0,0,0,0.7,0.7,0.06,0.3,0.3,Matches,f10983ae
485,Junior Moreno,ve VEN,MF,FC Cincinnati,28,1993,22.6,2,15,3,20,0.66,0.13,0.13,0.67,21.3,0,0,0,0.9,0.9,0.06,1.1,1.1,Matches,5dcb4ac4
486,Marcelino Moreno,ar ARG,MFFW,Atlanta Utd,27,1994,19.6,2,55,16,29.1,2.8,0.81,0.04,0.13,22.4,4,0,1,3.6,3.3,0.06,-1.6,-1.3,Matches,058c938c
487,Santiago Moreno,co COL,FWMF,Portland Timbers,21,2000,27,7,45,18,40,1.67,0.67,0.09,0.22,20.6,1,3,3,6.8,4.5,0.1,0.2,-0.5,Matches,3261d0e4
488,Lewis Morgan,sct SCO,FWMF,NY Red Bulls,25,1996,29.5,14,79,24,30.4,2.67,0.81,0.1,0.33,21.5,8,6,6,10.3,5.6,0.07,3.7,2.4,Matches,b675e328
489,Aidan Morris,us USA,MF,Columbus Crew,20,2001,20.1,0,13,1,7.7,0.65,0.05,0,0,21.3,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches,3778339c
490,Jordan Morris,us USA,FW,Seattle,27,1994,25.7,7,54,22,40.7,2.1,0.85,0.13,0.32,12,0,0,0,9.6,9.6,0.18,-2.6,-2.6,Matches,bd298d0d
491,Ravel Morrison,jm JAM,MFFW,D.C. United,28,1993,10.7,2,16,5,31.3,1.49,0.47,0.13,0.4,25.4,1,0,0,1,1,0.06,1,1,Matches,bf59c794
492,Edwin Mosquera,co COL,FWDF,Atlanta Utd,20,2001,3.5,0,8,4,50,2.31,1.15,0,0,16.3,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,15cda5f6
493,Juan Mosquera,co COL,DFMF,Portland Timbers,19,2002,2.1,0,2,1,50,0.95,0.48,0,0,19.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,bb18b3b6
494,Jean Mota,br BRA,MF,Inter Miami,28,1993,29.6,2,52,11,21.2,1.76,0.37,0.04,0.18,27,7,0,0,2,2,0.04,0,0,Matches,1ee0513b
495,João Moutinho,pt POR,DF,Orlando City,24,1998,27.3,2,18,4,22.2,0.66,0.15,0.11,0.5,14.4,0,0,0,1.5,1.4,0.08,0.5,0.6,Matches,a0aee24e
496,Chris Mueller,us USA,FW,Chicago Fire,25,1996,21.8,4,47,18,38.3,2.16,0.83,0.09,0.22,15.8,4,0,1,5.8,5,0.11,-1.8,-1,Matches,a5334099
497,Hany Mukhtar,de GER,FWMF,Nashville,26,1995,31.4,23,119,56,47.1,3.79,1.78,0.14,0.3,18.1,16,6,7,20.4,14.9,0.13,2.6,2.1,Matches,87fe8526
498,Jake Mulraney,ie IRL,FWDF,Atlanta Utd,25,1996,2,1,3,1,33.3,1.47,0.49,0.33,1,16.8,0,0,0,0.2,0.2,0.08,0.8,0.8,Matches,0f04858e
499,Jake Mulraney,ie IRL,FWMF,Orlando City,25,1996,8.1,0,11,1,9.1,1.36,0.12,0,0,18.9,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches,0f04858e
500,Eddie Munjoma,us USA,DFFW,FC Dallas,23,1998,1.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,0e1f6ffa
501,Ian Murphy,us USA,DF,FC Cincinnati,22,2000,16.3,1,1,1,100,0.06,0.06,1,1,10.9,0,0,0,0.1,0.1,0.14,0.9,0.9,Matches,c6d233e3
502,Daniel Musovski,us USA,FWMF,Los Angeles FC,26,1995,5.7,2,13,6,46.2,2.28,1.05,0.15,0.33,12.9,0,0,0,1.9,1.9,0.15,0.1,0.1,Matches,925a2703
503,Daniel Musovski,us USA,FWMF,Real Salt Lake,26,1995,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,925a2703
504,Alex Muyl,us USA,DFMF,Nashville,26,1995,22.4,2,28,10,35.7,1.25,0.45,0.07,0.2,14.7,0,0,0,2.9,2.9,0.1,-0.9,-0.9,Matches,2c1025bf
505,Darlington Nagbe,us USA,MF,Columbus Crew,31,1990,33.7,3,13,5,38.5,0.39,0.15,0.23,0.6,19.9,0,0,0,1.8,1.8,0.14,1.2,1.2,Matches,6219c704
506,Andy Najar,hn HON,DF,D.C. United,28,1993,18.5,0,8,1,12.5,0.43,0.05,0,0,17.9,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches,f8280175
507,Federico Navarro,ar ARG,MF,Chicago Fire,21,2000,27.3,2,21,4,19,0.77,0.15,0.1,0.5,22.2,0,0,0,1.7,1.7,0.08,0.3,0.3,Matches,61c628be
508,Miguel Navarro,ve VEN,DF,Chicago Fire,22,1999,24.1,0,11,2,18.2,0.46,0.08,0,0,24.1,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,3fbff39a
509,Hassan Ndam,cm CMR,DF,NY Red Bulls,23,1998,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,148f3d0f
510,Logan Ndenbe,be BEL,DF,Sporting KC,21,2000,19.5,0,7,1,14.3,0.36,0.05,0,0,28,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,f625e8a5
511,Dylan Nealis,us USA,DF,NY Red Bulls,23,1998,20,0,9,1,11.1,0.45,0.05,0,0,12.7,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches,24f4dd87
512,Sean Nealis,us USA,DF,NY Red Bulls,25,1997,32.8,0,21,5,23.8,0.64,0.15,0,0,11.3,0,0,0,1.8,1.8,0.09,-1.8,-1.8,Matches,8c1b17b3
513,Jayden Nelson,ca CAN,MFFW,Toronto FC,19,2002,21.9,1,29,9,31,1.33,0.41,0.03,0.11,20.7,1,0,0,2.2,2.2,0.08,-1.2,-1.2,Matches,92305a81
514,John Nelson,us USA,DF,FC Cincinnati,23,1998,13.4,0,3,0,0,0.22,0,0,,16.1,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,df8c4d49
515,Michael Nelson,us USA,GK,Houston Dynamo,26,1995,1.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,f4a12161
516,Jake Nerwinski,us USA,DF,Vancouver,27,1994,20.1,0,4,0,0,0.2,0,0,,10.8,0,0,0,0.5,0.5,0.13,-0.5,-0.5,Matches,2b5801d0
517,Harvey Neville,eng ENG,DF,Inter Miami,19,2002,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,92442794
518,Serge Ngoma,us USA,FWMF,NY Red Bulls,16,2005,1.3,2,2,2,100,1.55,1.55,1,1,19.2,0,0,0,0.4,0.4,0.18,1.6,1.6,Matches,de7a0fe6
519,Sam Nicholson,sct SCO,MFFW,Colorado Rapids,27,1995,9.2,1,13,4,30.8,1.41,0.43,0.08,0.25,18.8,0,0,0,0.7,0.7,0.05,0.3,0.3,Matches,8c8ac996
520,Jarosław Niezgoda,pl POL,FW,Portland Timbers,26,1995,21.9,9,36,17,47.2,1.65,0.78,0.25,0.53,12.9,0,0,0,6.5,6.5,0.18,2.5,2.5,Matches,60c659b6
521,Tsiki Ntsabeleng,za RSA,MF,FC Dallas,23,1998,9.3,1,15,3,20,1.61,0.32,0.07,0.33,16.5,0,0,0,2.3,2.3,0.17,-1.3,-1.3,Matches,bcbc53d5
522,Obinna Nwobodo,ng NGA,MF,FC Cincinnati,25,1996,22.9,0,6,1,16.7,0.26,0.04,0,0,28.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,897c8066
523,Moses Nyeman,us USA,MF,D.C. United,18,2003,1.6,0,1,0,0,0.63,0,0,,31.6,0,0,0,0,0,0.01,0,0,Matches,09d33255
524,Shane O'Neill,us USA,DF,Toronto FC,28,1993,21.1,0,2,1,50,0.09,0.05,0,0,18.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,a62a56b4
525,Kevin O'Toole,us USA,FWMF,NYCFC,23,1998,3,0,2,0,0,0.67,0,0,,21.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,72a0f655
526,Jáder Obrian,co COL,FW,FC Dallas,26,1995,14.9,2,23,7,30.4,1.54,0.47,0.09,0.29,12.7,0,0,0,3.7,3.7,0.16,-1.7,-1.7,Matches,1471b2a8
527,David Ochoa,us USA,GK,D.C. United,21,2001,9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,dba6b279
528,Chris Odoi-Atsem,us USA,DF,D.C. United,26,1995,9.5,0,2,0,0,0.21,0,0,,9.8,0,0,0,0.2,0.2,0.1,-0.2,-0.2,Matches,375ec69e
529,Chinonso Offor,ng NGA,FW,Chicago Fire,21,2000,3,1,5,1,20,1.68,0.34,0.2,1,10.5,0,0,0,1.4,1.4,0.27,-0.4,-0.4,Matches,dc590664
530,Braian Ojeda,py PAR,MF,Real Salt Lake,21,2000,3.9,0,3,0,0,0.77,0,0,,30.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,60953af0
531,Noble Okello,ca CAN,MFFW,Toronto FC,21,2000,3.9,0,5,2,40,1.29,0.51,0,0,15.8,0,0,0,0.6,0.6,0.13,-0.6,-0.6,Matches,6bc16162
532,Wyatt Omsberg,us USA,DF,Chicago Fire,26,1995,14,1,10,4,40,0.71,0.29,0.1,0.25,10.8,0,0,0,1.6,1.6,0.16,-0.6,-0.6,Matches,cd44ba68
533,Easton Ongaro,ca CAN,FW,Vancouver,23,1998,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,8d3dd05f
534,Kwadwo Opoku,gh GHA,FWMF,Los Angeles FC,20,2001,19.7,7,58,25,43.1,2.95,1.27,0.12,0.28,17.4,0,0,0,7.4,7.4,0.13,-0.4,-0.4,Matches,226a288e
535,Arquimides Ordonez,gt GUA,FWMF,FC Cincinnati,18,2003,1,0,7,1,14.3,7,1,0,0,14.5,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches,8941d9b2
536,Sergio Oregel,us USA,MF,Chicago Fire,16,2005,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,f6c6ff09
537,Jaziel Orozco,us USA,DF,Real Salt Lake,17,2004,3.5,0,3,1,33.3,0.86,0.29,0,0,10.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,46af4656
538,Christian Ortiz,ar ARG,MFFW,Charlotte,29,1992,7.1,1,12,3,25,1.68,0.42,0.08,0.33,20.8,1,0,0,0.6,0.6,0.05,0.4,0.4,Matches,bd8ddbd6
539,Jonathan Osorio,ca CAN,MF,Toronto FC,29,1992,18.7,9,25,12,48,1.33,0.64,0.36,0.75,15.5,0,0,0,4.3,4.3,0.17,4.7,4.7,Matches,70106ff6
540,Bryan Oviedo,cr CRC,DFMF,Real Salt Lake,31,1990,4,0,3,2,66.7,0.75,0.5,0,0,26.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,31faf295
541,Leonard Owusu,gh GHA,MF,Vancouver,24,1997,9.7,0,3,1,33.3,0.31,0.1,0,0,30.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,a06c6c8a
542,Maarten Paes,nl NED,GK,FC Dallas,23,1998,32,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,eb343262
543,Diego Palacios,ec ECU,DF,Los Angeles FC,22,1999,26.7,1,14,5,35.7,0.52,0.19,0.07,0.2,22.6,1,0,0,0.7,0.7,0.05,0.3,0.3,Matches,6ec37f2e
544,Victor Pálsson,is ISL,MFDF,D.C. United,30,1991,9.7,0,15,3,20,1.55,0.31,0,0,19.5,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches,831cf3ac
545,Elliot Panicco,us USA,GK,Nashville,25,1996,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,e93972ac
546,James Pantemis,ca CAN,GK,CF Montréal,24,1997,11,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,901408ac
547,Cristhian Paredes,py PAR,MF,Portland Timbers,23,1998,18.5,2,22,7,31.8,1.19,0.38,0.05,0.14,18,0,1,1,3.6,2.8,0.13,-1.6,-1.8,Matches,0d8a2551
548,Tim Parker,us USA,DF,Houston Dynamo,28,1993,25,0,3,1,33.3,0.12,0.04,0,0,7.5,0,0,0,0.9,0.9,0.31,-0.9,-0.9,Matches,4988a44d
549,Keaton Parks,us USA,MF,NYCFC,24,1997,11.4,2,21,11,52.4,1.84,0.97,0.1,0.18,20.2,0,0,0,2,2,0.09,0,0,Matches,77986763
550,Tyler Pasher,ca CAN,FWMF,Houston Dynamo,27,1994,7,2,18,6,33.3,2.58,0.86,0.11,0.33,18.7,0,0,0,1.9,1.9,0.1,0.1,0.1,Matches,3a7bec1b
551,Alexandre Pato,br BRA,FWMF,Orlando City,32,1989,13.3,3,39,12,30.8,2.93,0.9,0.05,0.17,20.7,3,1,1,4.4,3.6,0.09,-1.4,-1.6,Matches,7dd83c7d
552,João Paulo Mior,br BRA,MF,Seattle,30,1991,5,1,6,1,16.7,1.19,0.2,0.17,1,22.2,1,0,0,0.3,0.3,0.05,0.7,0.7,Matches,b96aa1d6
553,Matías Pellegrini,ar ARG,DFFW,NYCFC,21,2000,0.7,0,3,0,0,4.29,0,0,,17.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,b59f0060
554,Jason Pendant,fr FRA,DFMF,NY Red Bulls,24,1997,0.9,0,1,0,0,1.14,0,0,,15.4,0,0,0,0.1,0.1,0.13,-0.1,-0.1,Matches,22fe9049
555,Andrés Perea,us USA,MFFW,Orlando City,21,2000,9,1,12,3,25,1.33,0.33,0.08,0.33,19,0,0,0,0.7,0.7,0.06,0.3,0.3,Matches,7e1dbecf
556,Daniel Pereira,ve VEN,MF,Austin,21,2000,23.2,2,20,7,35,0.86,0.3,0.1,0.29,23.4,0,0,0,1.2,1.2,0.06,0.8,0.8,Matches,b8862e65
557,Gabriel Pereira,br BRA,FW,NYCFC,20,2001,14.9,8,33,16,48.5,2.21,1.07,0.24,0.5,17.9,1,0,0,4.5,4.5,0.15,3.5,3.5,Matches,60c4ac82
558,Mauricio Pereyra,uy URU,MF,Orlando City,31,1990,28.1,1,32,9,28.1,1.14,0.32,0.03,0.11,24.2,5,0,1,2.9,2.1,0.06,-1.9,-1.1,Matches,f45eb18d
559,Adrien Perez,us USA,MF,D.C. United,26,1995,1.5,0,1,1,100,0.68,0.68,0,0,16.9,0,0,0,0.1,0.1,0.1,-0.1,-0.1,Matches,298a167b
560,Jonathan Perez,mx MEX,DF,LA Galaxy,19,2003,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,41e57408
561,Jordan Perruzza,ca CAN,FWMF,Toronto FC,21,2001,2.6,0,8,2,25,3.1,0.78,0,0,17.4,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,edc8791f
562,Luca Petrasso,ca CAN,DFMF,Toronto FC,21,2000,18.7,0,9,3,33.3,0.48,0.16,0,0,19.9,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches,fafeaf3d
563,Đorđe Petrović,rs SRB,GK,New England,22,1999,21,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,0cf321c8
564,Fafà Picault,us USA,FW,Houston Dynamo,30,1991,26.2,7,56,21,37.5,2.14,0.8,0.09,0.24,17.2,0,2,2,7.8,6.2,0.11,-0.8,-1.2,Matches,dbaa10c0
565,Kayden Pierre,us USA,DF,Sporting KC,18,2003,10.6,0,1,0,0,0.09,0,0,,14.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,2f5f098b
566,Samuel Piette,ca CAN,MF,CF Montréal,27,1994,16.6,0,5,1,20,0.3,0.06,0,0,23.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,bc33c73b
567,Mauricio Pineda,us USA,MFDF,Chicago Fire,24,1997,22.2,1,15,3,20,0.68,0.14,0.07,0.33,18.4,0,0,0,1.5,1.5,0.1,-0.5,-0.5,Matches,e0c17cde
568,Donovan Pines,us USA,DF,D.C. United,23,1998,16.1,0,7,0,0,0.44,0,0,,13.2,0,0,0,0.7,0.6,0.09,-0.7,-0.6,Matches,7bd25363
569,Matt Polster,us USA,MF,New England,28,1993,23.5,2,17,8,47.1,0.72,0.34,0.12,0.25,17.7,0,0,0,1.6,1.6,0.09,0.4,0.4,Matches,d1d418f8
570,Paxton Pomykal,us USA,MF,FC Dallas,22,1999,27,0,21,3,14.3,0.78,0.11,0,0,18.5,0,0,0,1.1,1.1,0.05,-1.1,-1.1,Matches,c1f0fb45
571,Alvas Powell,jm JAM,DF,FC Cincinnati,27,1994,21.4,0,22,6,27.3,1.03,0.28,0,0,23.7,0,0,0,1.2,1.2,0.06,-1.2,-1.2,Matches,2f91124d
572,Alejandro Pozuelo,es ESP,MFFW,Toronto FC,30,1991,15.6,4,19,11,57.9,1.22,0.71,0.16,0.27,18.5,1,1,2,4.2,2.7,0.14,-0.2,0.3,Matches,5e1280ff
573,Alejandro Pozuelo,es ESP,MFFW,Inter Miami,30,1991,10.8,2,12,7,58.3,1.12,0.65,0.17,0.29,18,0,0,0,1.3,1.3,0.11,0.7,0.7,Matches,5e1280ff
574,Jack Price,eng ENG,MF,Colorado Rapids,29,1992,12.3,0,1,0,0,0.08,0,0,,26.7,0,0,0,0,0,0.04,0,0,Matches,6217c92d
575,Ralph Priso-Mbongue,ca CAN,MF,Toronto FC,19,2002,3.1,1,3,3,100,0.97,0.97,0.33,0.33,27.2,0,0,0,0.2,0.2,0.05,0.8,0.8,Matches,acb3e899
576,Ralph Priso-Mbongue,ca CAN,MF,Colorado Rapids,19,2002,2.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,acb3e899
577,Kacper Przybyłko,pl POL,FW,Chicago Fire,28,1993,17.8,5,46,15,32.6,2.58,0.84,0.11,0.33,13.1,0,0,0,6.5,6.5,0.14,-1.5,-1.5,Matches,4c53a714
