Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
140,Wilder Cartagena,pe PER,MF,Orlando City,27,1994,3.7,0,6,1,16.7,1.63,0.27,0,0,24.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,9f0f5d15
141,Javier Casas,us USA,MF,Chicago Fire,18,2003,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,2ed8d81b
142,Julio Cascante,cr CRC,DF,Austin,28,1993,30.2,3,29,8,27.6,0.96,0.27,0.1,0.38,11.5,0,0,0,3.8,3.8,0.13,-0.8,-0.8,Matches,cc120b4f
143,Cristian Cásseres Jr.,ve VEN,MF,NY Red Bulls,22,2000,24.4,2,43,13,30.2,1.76,0.53,0.05,0.15,22.7,3,0,0,3.2,3.2,0.08,-1.2,-1.2,Matches,f86fe8c1
144,Valentín Castellanos,ar ARG,FW,NYCFC,23,1998,16.2,13,75,25,33.3,4.63,1.54,0.11,0.32,16.8,2,5,6,13.1,9.4,0.13,-0.1,-1.4,Matches,da76bab4
145,Lucas Cavallini,ca CAN,FW,Vancouver,29,1992,16.8,9,51,17,33.3,3.03,1.01,0.14,0.41,14.4,1,2,2,7.1,5.6,0.11,1.9,1.4,Matches,dd8de641
146,Roman Celentano,us USA,GK,FC Cincinnati,21,2000,27,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,42ba8628
147,Darwin Cerén,sv SLV,MF,Houston Dynamo,32,1989,12.5,0,9,2,22.2,0.72,0.16,0,0,24.3,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,a58de3f0
148,Edwin Cerrillo,us USA,MF,FC Dallas,21,2000,21,0,7,1,14.3,0.33,0.05,0,0,23.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,bd060315
149,Maikel Chang,cu CUB,MFFW,Real Salt Lake,30,1991,20.4,2,27,8,29.6,1.32,0.39,0.07,0.25,15.3,0,0,0,2.5,2.5,0.09,-0.5,-0.5,Matches,04cc9edd
150,Maxime Chanot,lu LUX,DF,NYCFC,32,1989,16,1,11,2,18.2,0.69,0.12,0.09,0.5,16.3,0,0,0,0.7,0.7,0.06,0.3,0.3,Matches,ca366055
151,Diego Chará,co COL,MF,Portland Timbers,35,1986,27.1,0,4,0,0,0.15,0,0,,20.1,0,0,0,0.4,0.4,0.1,-0.4,-0.4,Matches,6260cc9d
152,Yimmi Chará,co COL,MFFW,Portland Timbers,30,1991,30.7,4,46,15,32.6,1.5,0.49,0.09,0.27,16.4,0,0,0,5,5,0.11,-1,-1,Matches,9df9baab
153,Giorgio Chiellini,it ITA,DF,Los Angeles FC,37,1984,7.9,0,3,0,0,0.38,0,0,,17.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,e85fb9b8
154,Mathieu Choiniere,ca CAN,DFMF,CF Montréal,22,1999,15.3,2,15,2,13.3,0.98,0.13,0.13,1,19.7,0,0,0,1.1,1.1,0.08,0.9,0.9,Matches,017459bb
155,Léo Chú,br BRA,FWMF,Seattle,21,2000,9.1,0,18,1,5.6,1.98,0.11,0,0,19.5,0,0,0,2,2,0.11,-2,-2,Matches,d88ebbe9
156,Kadin Chung,ca CAN,DF,Toronto FC,23,1998,5,0,1,0,0,0.2,0,0,,21.5,0,0,0,0,0,0.04,0,0,Matches,d616ce40
157,José Cifuentes,ec ECU,MF,Los Angeles FC,22,1999,26.1,7,56,22,39.3,2.15,0.84,0.13,0.32,17.8,1,0,0,5.6,5.6,0.1,1.4,1.4,Matches,8c8c07a7
158,Ronaldo Cisneros,mx MEX,FW,Atlanta Utd,25,1997,19.2,7,48,18,37.5,2.5,0.94,0.15,0.39,12.9,0,0,0,8.4,8.4,0.18,-1.4,-1.4,Matches,e526c193
159,Abdoulaye Cissoko,fr FRA,DF,Seattle,22,1999,4.5,0,1,1,100,0.22,0.22,0,0,10.3,0,0,0,0,0,0.03,0,0,Matches,52a6ef30
160,Caden Clark,us USA,FWMF,NY Red Bulls,18,2003,5.4,1,7,2,28.6,1.3,0.37,0.14,0.5,17,0,0,0,0.8,0.8,0.11,0.2,0.2,Matches,6e327d0d
161,Steve Clark,us USA,GK,Houston Dynamo,35,1986,32.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,ed6320b7
162,Stefan Cleveland,us USA,GK,Seattle,27,1994,7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,873fdbdf
163,Jackson Conway,us USA,FWMF,Atlanta Utd,20,2001,0.4,0,3,0,0,7.5,0,0,,12.8,0,0,0,0.4,0.4,0.13,-0.4,-0.4,Matches,1cfa6e1a
164,Gabriele Corbo,it ITA,DF,CF Montréal,22,2000,12.6,0,4,0,0,0.32,0,0,,15.5,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches,091795f2
165,Sergio Córdova,ve VEN,FWMF,Real Salt Lake,24,1997,25.3,9,59,30,50.8,2.34,1.19,0.15,0.3,12.8,0,0,0,10.3,10.3,0.18,-1.3,-1.3,Matches,229cd98a
166,Carlos Coronel,br BRA,GK,NY Red Bulls,25,1996,33,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,5c07e176
167,Washington Corozo,ec ECU,MFFW,Austin,23,1998,0.6,0,2,1,50,3.53,1.76,0,0,15.3,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches,1391217a
168,Guzmán Corujo,uy URU,DF,Charlotte,25,1996,22.9,1,13,4,30.8,0.57,0.17,0.08,0.25,15,0,0,0,1.2,1.2,0.09,-0.2,-0.2,Matches,5c6051ad
169,Douglas Costa,br BRA,MFFW,LA Galaxy,31,1990,15.6,4,44,15,34.1,2.81,0.96,0.07,0.2,26.3,13,1,1,3,2.2,0.05,1,0.8,Matches,4fa7cb9b
170,Séga Coulibaly,fr FRA,DF,LA Galaxy,25,1996,23.9,1,9,2,22.2,0.38,0.08,0.11,0.5,8.6,0,0,0,1.6,1.5,0.17,-0.6,-0.5,Matches,dab9537e
171,Cade Cowell,us USA,FWMF,San Jose,18,2003,17.3,3,43,14,32.6,2.49,0.81,0.07,0.21,19.4,0,0,0,3.3,3.3,0.08,-0.3,-0.3,Matches,f8e95f87
172,Brandan Craig,us USA,MF,Philadelphia,17,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,4d0f7cb3
173,Maxime Crépeau,ca CAN,GK,Los Angeles FC,27,1994,33,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,ea42e480
174,Domenico Criscito,it ITA,DF,Toronto FC,35,1986,13.2,1,17,4,23.5,1.29,0.3,0.06,0.25,23,0,0,0,0.6,0.6,0.04,0.4,0.4,Matches,35dd6d80
175,Daniel Crisostomo,us USA,MF,Los Angeles FC,25,1997,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,33fdd2aa
176,Cody Cropper,us USA,GK,Vancouver,28,1993,13.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,aa133046
177,Allan Cruz,cr CRC,MF,FC Cincinnati,25,1996,4.5,0,8,4,50,1.79,0.89,0,0,19.7,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches,030105a5
178,Andrés Cubas,py PAR,MF,Vancouver,25,1996,15,1,11,3,27.3,0.73,0.2,0.09,0.33,27.5,0,0,0,0.3,0.3,0.03,0.7,0.7,Matches,9b40a6ea
179,Cucho,co COL,FW,Columbus Crew,22,1999,14.4,9,88,30,34.1,6.1,2.08,0.1,0.3,19,2,0,0,6.7,6.7,0.08,2.3,2.3,Matches,71b47ab9
180,Rafael Czichos,de GER,DF,Chicago Fire,31,1990,25.9,3,19,5,26.3,0.73,0.19,0.16,0.6,9.4,0,0,0,2.7,2.7,0.14,0.3,0.3,Matches,b0a0698b
181,Cristián Dajome,co COL,DFMF,Vancouver,28,1994,20,2,37,11,29.7,1.85,0.55,0.05,0.18,20.6,2,0,1,3.1,2.3,0.06,-1.1,-0.3,Matches,a065e877
182,Jesús Daniel Bueno,ve VEN,MF,Philadelphia,22,1999,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,b5687b08
183,Abu Danladi,gh GHA,FWMF,Minnesota Utd,26,1995,7,2,10,4,40,1.42,0.57,0.2,0.5,16.6,0,0,0,1.2,1.2,0.12,0.8,0.8,Matches,507383d1
184,Bode Davis,us USA,MFFW,Real Salt Lake,19,2002,1,1,2,1,50,1.98,0.99,0.5,1,13.9,0,0,0,0.2,0.2,0.08,0.8,0.8,Matches,891f8b82
185,Jake Davis,us USA,MFFW,Sporting KC,20,2002,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,79d3a503
186,Sean Davis,us USA,MF,Nashville,28,1993,31.5,1,14,3,21.4,0.44,0.1,0.07,0.33,17.2,0,0,0,0.9,0.9,0.07,0.1,0.1,Matches,cb75cac9
187,Miloš Degenek,au AUS,DF,Columbus Crew,27,1994,24.8,0,11,1,9.1,0.44,0.04,0,0,12.4,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches,c8e65157
188,Alex DeJohn,us USA,DF,Atlanta Utd,30,1991,4.6,0,8,1,12.5,1.73,0.22,0,0,10.2,0,0,0,0.8,0.8,0.1,-0.8,-0.8,Matches,2a6c024c
189,A.J. DeLaGarza,gu GUM,DFMF,New England,34,1987,3.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,171b3c37
190,Marky Delgado,us USA,MF,LA Galaxy,26,1995,27.9,2,10,2,20,0.36,0.07,0.1,0.5,29.3,0,1,1,1.5,0.7,0.07,0.5,0.3,Matches,7f6a25b7
191,Nick DePuy,us USA,DF,LA Galaxy,27,1994,14.4,0,9,0,0,0.63,0,0,,9.2,0,0,0,0.8,0.7,0.08,-0.8,-0.7,Matches,ba7b4e67
192,Silvester van der Water,nl NED,FW,Orlando City,25,1996,0.5,0,1,1,100,2.2,2.2,0,0,25.1,0,0,0,0,0,0.03,0,0,Matches,5d83500d
193,Joey DeZart,us USA,DF,Orlando City,23,1998,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,9d7142a6
194,Luis Díaz,cr CRC,FW,Columbus Crew,23,1998,17,3,18,7,38.9,1.06,0.41,0.17,0.43,14,0,0,0,1.8,1.8,0.1,1.2,1.2,Matches,1c9838aa
195,Bakaye Dibassy,ml MLI,DF,Minnesota Utd,32,1989,25.1,1,8,2,25,0.32,0.08,0.13,0.5,12.2,0,0,0,0.9,0.9,0.11,0.1,0.1,Matches,247accfd
196,Clément Diop,sn SEN,GK,Inter Miami,28,1993,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,0d5c0218
197,Sofiane Djeffal,fr FRA,MF,D.C. United,22,1999,18.7,0,13,1,7.7,0.69,0.05,0,0,26.3,1,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches,29d85f83
198,Moussa Djitte,sn SEN,FW,Austin,22,1999,5.1,4,15,7,46.7,2.92,1.36,0.27,0.57,11.7,0,0,0,2.6,2.6,0.17,1.4,1.4,Matches,627b570a
199,Ethan Dobbelaere,us USA,DFMF,Seattle,19,2002,3,0,2,1,50,0.66,0.33,0,0,17.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,1e772b7c
200,Cecilio Domínguez,py PAR,FWMF,Austin,27,1994,3.1,2,9,3,33.3,2.89,0.96,0.22,0.67,15.8,0,0,0,1.1,1.1,0.12,0.9,0.9,Matches,3162d667
201,Christopher Donovan,us USA,FW,Philadelphia,21,2000,1.2,0,1,1,100,0.83,0.83,0,0,8.4,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches,8f995d10
202,Griffin Dorsey,us USA,DF,Houston Dynamo,22,1999,18.3,1,10,3,30,0.55,0.16,0.1,0.33,17.7,0,0,0,0.7,0.7,0.07,0.3,0.3,Matches,c182ca04
203,Hassani Dotson,us USA,DFMF,Minnesota Utd,24,1997,7,1,3,1,33.3,0.43,0.14,0.33,1,12.8,0,0,0,1,1,0.34,0,0,Matches,8f2af1ed
204,Sebastián Driussi,ar ARG,MF,Austin,25,1996,32,22,93,35,37.6,2.91,1.1,0.19,0.51,17.3,4,4,4,16,13,0.14,6,5,Matches,60e86875
205,Bryce Duke,us USA,MFFW,Inter Miami,20,2001,16.4,1,15,4,26.7,0.91,0.24,0.07,0.25,18.7,0,0,0,2.3,2.3,0.16,-1.3,-1.3,Matches,59557625
206,Cameron Duke,us USA,MFFW,Sporting KC,20,2001,13.6,0,12,2,16.7,0.88,0.15,0,0,15.7,0,0,0,1.7,1.7,0.14,-1.7,-1.7,Matches,c679d9fd
207,Kyle Duncan,us USA,DFMF,NY Red Bulls,24,1997,6.6,0,4,0,0,0.61,0,0,,27.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,575e6cb1
208,Jhon Durán,co COL,FW,Chicago Fire,18,2003,15.2,8,60,24,40,3.95,1.58,0.13,0.33,16,0,0,0,8,8,0.13,0,0,Matches,414184f7
209,Chris Durkin,us USA,MF,D.C. United,21,2000,24.9,1,15,4,26.7,0.6,0.16,0.07,0.25,20,0,0,0,1.1,1.1,0.07,-0.1,-0.1,Matches,0ffd4373
210,Dom Dwyer,us USA,FW,Atlanta Utd,31,1990,6.9,4,21,6,28.6,3.06,0.88,0.19,0.67,12.2,0,0,0,3.9,3.9,0.18,0.1,0.1,Matches,bdfc15f8
211,Jeremy Ebobisse,us USA,FW,San Jose,24,1997,32.7,17,101,42,41.6,3.09,1.28,0.15,0.36,16.7,4,2,2,15.2,13.6,0.13,1.8,1.4,Matches,5fa7b2ec
212,Daniel Edelman,us USA,MF,NY Red Bulls,18,2003,11,1,6,1,16.7,0.54,0.09,0.17,1,23.1,0,0,0,0.5,0.5,0.09,0.5,0.5,Matches,a8de0bd5
213,Javier Eduardo López,mx MEX,MFFW,San Jose,27,1994,2.6,1,3,1,33.3,1.15,0.38,0.33,1,16.5,0,0,0,0.3,0.3,0.1,0.7,0.7,Matches,f851b52f
214,Earl Edwards Jr.,us USA,GK,New England,30,1992,4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,10f6f942
215,Raheem Edwards,ca CAN,DF,LA Galaxy,26,1995,25.3,1,17,3,17.6,0.67,0.12,0.06,0.33,19.3,1,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches,b828d56a
216,Tom Edwards,eng ENG,DF,NY Red Bulls,23,1999,18.4,0,13,2,15.4,0.71,0.11,0,0,31.3,7,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches,1b780599
217,Jack Elliott,eng ENG,DF,Philadelphia,26,1995,31.8,2,24,6,25,0.76,0.19,0.08,0.33,12.4,2,0,0,3.1,3.1,0.13,-1.1,-1.1,Matches,041deebd
218,Kalil ElMedkhar,us USA,FWMF,FC Dallas,22,1999,1.1,0,2,0,0,1.76,0,0,,28.6,0,0,0,0,0,0.02,0,0,Matches,272c1aaf
219,Franco Escobar,ar ARG,DF,Los Angeles FC,26,1995,12.8,1,5,2,40,0.39,0.16,0.2,0.5,14.1,0,0,0,0.5,0.5,0.1,0.5,0.5,Matches,54f33d0e
220,Cristian Espinoza,ar ARG,FWMF,San Jose,26,1995,31.6,7,68,20,29.4,2.15,0.63,0.03,0.1,22.4,3,5,5,7.7,3.8,0.06,-0.7,-1.8,Matches,9c794a80
221,Jhon Espinoza,ec ECU,DFFW,Chicago Fire,22,1999,5.5,0,4,0,0,0.73,0,0,,13,0,0,0,0.6,0.6,0.14,-0.6,-0.6,Matches,79666d5a
222,Roger Espinoza,hn HON,MF,Sporting KC,35,1986,20.8,2,34,13,38.2,1.64,0.63,0.06,0.15,20.3,0,0,0,2.3,2.3,0.07,-0.3,-0.3,Matches,60b7c195
223,Lucas Esteves,br BRA,DFMF,Colorado Rapids,21,2000,25.2,1,28,7,25,1.11,0.28,0.04,0.14,20.5,1,0,0,1.7,1.7,0.06,-0.7,-0.7,Matches,c6ec0258
224,Michael Estrada,ec ECU,FW,D.C. United,25,1996,9.6,4,14,4,28.6,1.46,0.42,0.21,0.75,18.7,0,1,1,3.3,2.5,0.18,0.7,0.5,Matches,773f5f12
225,Derrick Etienne,ht HAI,FWDF,Columbus Crew,25,1996,24.6,9,49,21,42.9,1.99,0.85,0.18,0.43,14.5,0,0,0,7.2,7.2,0.16,1.8,1.8,Matches,59059f1e
226,Diego Fagúndez,uy URU,FW,Austin,26,1995,30,6,37,12,32.4,1.23,0.4,0.16,0.5,18.7,8,0,0,3.8,3.8,0.1,2.2,2.2,Matches,fe81682e
227,Mamadou Fall,sn SEN,DF,Los Angeles FC,19,2002,13.3,1,13,3,23.1,0.97,0.23,0.08,0.33,11.8,0,0,0,1.9,1.9,0.15,-0.9,-0.9,Matches,805a2a11
228,Marco Farfan,us USA,DF,FC Dallas,23,1998,30.3,1,8,5,62.5,0.26,0.17,0.13,0.2,20.7,0,0,0,0.5,0.5,0.06,0.5,0.5,Matches,cfc68595
229,Andrew Farrell,us USA,DF,New England,29,1992,30.9,0,4,0,0,0.13,0,0,,16.2,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches,71eda165
230,Mohamed Farsi,ca CAN,DFFW,Columbus Crew,22,1999,0.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,81039302
231,Felipe,br BRA,MFFW,Austin,31,1990,8.2,1,10,4,40,1.22,0.49,0.1,0.25,13.1,1,0,0,1.7,1.7,0.17,-0.7,-0.7,Matches,2415bd0a
232,Omir Fernandez,us USA,MFFW,NY Red Bulls,22,1999,16,2,24,7,29.2,1.5,0.44,0.08,0.29,16.5,0,0,0,2.1,2.1,0.09,-0.1,-0.1,Matches,622986f0
233,Jesús Ferreira,us USA,FWMF,FC Dallas,21,2000,29.5,18,82,43,52.4,2.78,1.46,0.22,0.42,17,4,0,0,11.6,11.6,0.14,6.4,6.4,Matches,f61246d8
234,Sebastián Ferreira,py PAR,FW,Houston Dynamo,23,1998,25.8,13,65,23,35.4,2.52,0.89,0.17,0.48,16.7,0,2,3,11,8.6,0.13,2,2.4,Matches,5439dba0
235,Stuart Findlay,sct SCO,DF,Philadelphia,26,1995,4,0,3,1,33.3,0.75,0.25,0,0,17,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,edffe99a
236,Ethan Finlay,us USA,FW,Austin,31,1990,20.3,5,23,8,34.8,1.14,0.39,0.22,0.63,12,0,0,0,4.5,4.5,0.19,0.5,0.5,Matches,c16a59af
237,Oniel Fisher,jm JAM,DF,Minnesota Utd,30,1991,7,0,1,0,0,0.14,0,0,,18,0,0,0,0,0,0.04,0,0,Matches,ed5fdca6
238,Leon Flach,us USA,MF,Philadelphia,20,2001,30.5,0,11,4,36.4,0.36,0.13,0,0,20.9,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches,39859fa1
239,Ashley Fletcher,eng ENG,FW,NY Red Bulls,26,1995,2.8,0,10,3,30,3.61,1.08,0,0,14.2,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches,eeb6551f
240,Kristian Fletcher,us USA,FW,D.C. United,16,2005,0.7,1,1,1,100,1.45,1.45,1,1,19,0,0,0,0,0,0.04,1,1,Matches,67d3d023
241,Edison Flores,pe PER,MF,D.C. United,27,1994,9.2,1,15,2,13.3,1.63,0.22,0.07,0.5,17.2,1,0,0,1.9,1.9,0.13,-0.9,-0.9,Matches,ef2c82f8
242,George Fochive,us USA,MF,Portland Timbers,29,1992,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,f99000bb
243,Nathan Fogaça,br BRA,FW,Portland Timbers,22,1999,4.5,2,18,7,38.9,3.96,1.54,0.11,0.29,13.7,0,0,0,2.1,2.1,0.12,-0.1,-0.1,Matches,aad135a3
244,Andreu Fontàs,es ESP,DF,Sporting KC,32,1989,27.1,2,13,2,15.4,0.48,0.07,0.15,1,12.8,0,0,0,1.6,1.6,0.12,0.4,0.4,Matches,0f138d5a
245,Kortne Ford,us USA,DF,Sporting KC,26,1996,9,0,2,0,0,0.22,0,0,,9.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,552a7707
246,Taxiarchis Fountas,gr GRE,MFFW,D.C. United,26,1995,16.3,12,79,33,41.8,4.85,2.02,0.15,0.36,19.4,1,0,1,8,7.2,0.09,4,4.8,Matches,2ce71308
247,Franco Fragapane,ar ARG,FW,Minnesota Utd,28,1993,22.4,7,34,14,41.2,1.52,0.62,0.21,0.5,13.2,0,0,0,6.1,6.1,0.18,0.9,0.9,Matches,09538c47
248,Alan Franco,ar ARG,DF,Atlanta Utd,25,1996,30.2,1,12,5,41.7,0.4,0.17,0.08,0.2,10.3,0,0,0,1,1,0.09,0,0,Matches,a548281c
249,Alan Franco,ec ECU,MF,Charlotte,23,1998,8.7,0,8,1,12.5,0.92,0.12,0,0,14.2,0,0,0,0.8,0.8,0.1,-0.8,-0.8,Matches,c76b161b
250,Kobe Franklin,ca CAN,DF,Toronto FC,18,2003,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,407325c4
251,Stefan Frei,ch SUI,GK,Seattle,35,1986,27,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,1d0a0f3e
252,Christian Fuchs,at AUT,DF,Charlotte,35,1986,21.6,3,15,3,20,0.69,0.14,0,0,21,0,3,3,3.2,0.9,0.06,-0.2,-0.9,Matches,a67a09fb
253,Ruben Gabrielsen,no NOR,DF,Austin,29,1992,30.4,2,9,4,44.4,0.3,0.13,0.22,0.5,11.7,0,0,0,1.1,1.1,0.12,0.9,0.9,Matches,9e64fc85
254,Ray Gaddis,us USA,DF,FC Cincinnati,32,1990,12.6,0,3,0,0,0.24,0,0,,23.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,8348b24d
255,McKinze Gaines,us USA,MFFW,Charlotte,23,1998,11.9,1,15,8,53.3,1.26,0.67,0.07,0.13,13,0,0,0,1.8,1.8,0.12,-0.8,-0.8,Matches,8ef72983
256,Jon Gallagher,ie IRL,DF,Austin,25,1996,23.6,1,10,2,20,0.42,0.08,0.1,0.5,24.1,0,0,0,0.4,0.4,0.04,0.6,0.6,Matches,9d5afdfb
257,Pedro Gallese,pe PER,GK,Orlando City,31,1990,32,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,b76e1394
258,Christopher Garcia,us USA,MFFW,Real Salt Lake,19,2003,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,f6390a6b
259,Mender García,co COL,FW,Minnesota Utd,23,1998,5.9,1,8,3,37.5,1.35,0.51,0.13,0.33,8.6,0,0,0,1.5,1.5,0.19,-0.5,-0.5,Matches,2375dd75
260,Chase Gasper,us USA,DF,LA Galaxy,26,1996,9.3,0,2,0,0,0.21,0,0,,17.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,7371ec36
261,Ryan Gauld,sct SCO,MFFW,Vancouver,26,1995,24.9,8,73,22,30.1,2.94,0.89,0.08,0.27,19.7,4,2,2,7.6,6.1,0.08,0.4,-0.1,Matches,862e93c2
262,Dániel Gazdag,hu HUN,MF,Philadelphia,25,1996,32.5,22,54,33,61.1,1.66,1.01,0.28,0.45,15.9,2,7,7,16.2,10.7,0.2,5.8,4.3,Matches,527d0e31
263,Kieran Gibbs,eng ENG,DF,Inter Miami,32,1989,7.1,0,5,4,80,0.71,0.57,0,0,12.5,0,0,0,0.9,0.9,0.19,-0.9,-0.9,Matches,46ee5234
264,Carles Gil,es ESP,MF,New England,29,1992,32.3,7,65,21,32.3,2.01,0.65,0.05,0.14,23.3,8,4,4,8.7,5.5,0.08,-1.7,-2.5,Matches,11c30a46
265,Nacho Gil,es ESP,FWMF,New England,26,1995,2.2,0,1,0,0,0.45,0,0,,17.7,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches,87ec1a2a
266,Gastón Giménez,py PAR,MF,Chicago Fire,30,1991,18.8,0,29,11,37.9,1.54,0.58,0,0,25.4,1,0,0,1.2,1.2,0.04,-1.2,-1.2,Matches,ab66cc31
267,Francisco Ginella,uy URU,MF,Los Angeles FC,23,1999,4.9,0,5,0,0,1.01,0,0,,25.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,5a28a782
268,Nicholas Gioacchini,us USA,FWMF,Orlando City,21,2000,1.5,0,3,0,0,1.96,0,0,,15.3,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches,79ab7593
269,Justen Glad,us USA,DF,Real Salt Lake,24,1997,25.6,3,18,8,44.4,0.7,0.31,0.17,0.38,10.1,0,0,0,3.1,3.1,0.17,-0.1,-0.1,Matches,5b768b0f
270,Jakob Glesnes,no NOR,DF,Philadelphia,27,1994,34,0,20,3,15,0.59,0.09,0,0,19.9,3,0,0,0.7,0.7,0.03,-0.7,-0.7,Matches,ac65aef3
271,Chris Gloster,us USA,DF,NYCFC,21,2000,5.3,1,4,2,50,0.75,0.37,0.25,0.5,17.6,0,0,0,0.2,0.2,0.06,0.8,0.8,Matches,01cd3c12
272,Marcus Godinho,ca CAN,DF,Vancouver,24,1997,11.3,0,6,3,50,0.53,0.26,0,0,16.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,27854bf6
273,Aníbal Godoy,pa PAN,MF,Nashville,31,1990,10.5,1,4,1,25,0.38,0.1,0.25,1,11.4,0,0,0,0.8,0.8,0.2,0.2,0.2,Matches,2d496ca3
274,Erik Godoy,ar ARG,DF,Vancouver,28,1993,5,1,2,1,50,0.4,0.2,0.5,1,8.1,0,0,0,0.2,0.2,0.11,0.8,0.8,Matches,e8b80334
275,Eulânio Ângelo Chipela Gomes,gw GNB,DF,FC Dallas,27,1994,13.2,0,9,1,11.1,0.68,0.08,0,0,20.9,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches,d9b9b71a
276,Yeimar Gómez Andrade,co COL,DF,Seattle,29,1992,25.7,1,17,3,17.6,0.66,0.12,0.06,0.33,12.4,0,0,0,1.4,1.4,0.09,-0.4,-0.4,Matches,e43c8d72
277,Jonathan González,mx MEX,MFFW,Minnesota Utd,22,1999,2.2,1,3,1,33.3,1.38,0.46,0.33,1,16.6,0,0,0,0.4,0.4,0.13,0.6,0.6,Matches,a8785279
278,Omar Gonzalez,us USA,DF,New England,33,1988,8.5,0,6,2,33.3,0.71,0.24,0,0,9.9,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches,0d2fe665
279,Samuel Grandsir,fr FRA,FWMF,LA Galaxy,25,1996,17.9,3,36,19,52.8,2.01,1.06,0.08,0.16,16,0,0,0,3.5,3.5,0.1,-0.5,-0.5,Matches,d2448564
280,Tayvon Gray,us USA,DF,NYCFC,19,2002,20.9,0,10,3,30,0.48,0.14,0,0,17.5,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,c839e1b2
281,Gregore,br BRA,MF,Inter Miami,27,1994,30,0,17,5,29.4,0.57,0.17,0,0,21.1,0,0,0,1,1,0.06,-1,-1,Matches,49815f34
282,Ján Greguš,sk SVK,MF,San Jose,31,1991,18.7,0,21,9,42.9,1.13,0.48,0,0,26.5,2,0,0,0.9,0.9,0.04,-0.9,-0.9,Matches,7d974435
283,Julian Gressel,us USA,DF,D.C. United,28,1993,15.3,0,16,4,25,1.04,0.26,0,0,17,2,0,0,2.1,2.1,0.13,-2.1,-2.1,Matches,acd47bc0
284,Julian Gressel,us USA,MFDF,Vancouver,28,1993,10.8,2,17,6,35.3,1.57,0.56,0.12,0.33,18.7,0,0,0,1.3,1.3,0.08,0.7,0.7,Matches,acd47bc0
