Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
227,Mamadou Fall,sn SEN,DF,Los Angeles FC,19,2002,16,13,1200,13.3,1,1,2,1,0,0,6,0,1.9,1.9,1.1,3,12,66,4,0.07,0.07,0.15,0.07,0.15,0.14,0.08,0.23,0.14,0.23,Matches,805a2a11
228,Marco Farfan,us USA,DF,FC Dallas,23,1998,32,32,2725,30.3,1,3,4,1,0,0,7,0,0.5,0.5,2.3,2.8,46,106,101,0.03,0.1,0.13,0.03,0.13,0.02,0.08,0.09,0.02,0.09,Matches,cfc68595
229,Andrew Farrell,us USA,DF,New England,29,1992,32,32,2778,30.9,0,0,0,0,0,0,5,1,0.4,0.4,0.1,0.6,10,132,3,0,0,0,0,0,0.01,0,0.02,0.01,0.02,Matches,71eda165
230,Mohamed Farsi,ca CAN,DFFW,Columbus Crew,22,1999,7,0,85,0.9,0,1,1,0,0,0,0,0,0,0,0.2,0.2,9,4,9,0,1.06,1.06,0,1.06,0,0.17,0.17,0,0.17,Matches,81039302
231,Felipe,br BRA,MFFW,Austin,31,1990,28,5,736,8.2,1,2,3,1,0,0,5,0,1.7,1.7,0.4,2.1,5,50,31,0.12,0.24,0.37,0.12,0.37,0.21,0.05,0.26,0.21,0.26,Matches,2415bd0a
232,Omir Fernandez,us USA,MFFW,NY Red Bulls,22,1999,27,21,1441,16,2,3,5,2,0,0,1,0,2.1,2.1,2.7,4.8,33,42,106,0.12,0.19,0.31,0.12,0.31,0.13,0.17,0.3,0.13,0.3,Matches,622986f0
233,Jesús Ferreira,us USA,FWMF,FC Dallas,21,2000,33,29,2658,29.5,18,6,24,18,0,0,5,0,11.6,11.6,5,16.6,49,90,129,0.61,0.2,0.81,0.61,0.81,0.39,0.17,0.56,0.39,0.56,Matches,f61246d8
234,Sebastián Ferreira,py PAR,FW,Houston Dynamo,23,1998,31,29,2318,25.8,13,3,16,11,2,3,2,0,11,8.6,1.7,10.3,25,22,122,0.5,0.12,0.62,0.43,0.54,0.43,0.06,0.49,0.34,0.4,Matches,5439dba0
235,Stuart Findlay,sct SCO,DF,Philadelphia,26,1995,4,4,360,4,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,4,7,0,0,0,0,0,0,0.04,0.03,0.06,0.04,0.06,Matches,edffe99a
236,Ethan Finlay,us USA,FW,Austin,31,1990,34,21,1823,20.3,5,5,10,5,0,0,0,0,4.5,4.5,3.1,7.5,32,33,186,0.25,0.25,0.49,0.25,0.49,0.22,0.15,0.37,0.22,0.37,Matches,c16a59af
237,Oniel Fisher,jm JAM,DF,Minnesota Utd,30,1991,11,6,631,7,0,0,0,0,0,0,1,0,0,0,0.1,0.2,15,22,40,0,0,0,0,0,0.01,0.02,0.02,0.01,0.02,Matches,ed5fdca6
238,Leon Flach,us USA,MF,Philadelphia,20,2001,34,33,2745,30.5,0,2,2,0,0,0,3,0,0.7,0.7,1.2,2,31,73,56,0,0.07,0.07,0,0.07,0.02,0.04,0.06,0.02,0.06,Matches,39859fa1
239,Ashley Fletcher,eng ENG,FW,NY Red Bulls,26,1995,7,3,249,2.8,0,0,0,0,0,0,2,0,0.7,0.7,0.7,1.4,1,5,21,0,0,0,0,0,0.26,0.25,0.51,0.26,0.51,Matches,eeb6551f
240,Kristian Fletcher,us USA,FW,D.C. United,16,2005,2,1,62,0.7,1,0,1,1,0,0,1,0,0,0,0,0,1,0,5,1.45,0,1.45,1.45,1.45,0.06,0,0.06,0.06,0.06,Matches,67d3d023
241,Edison Flores,pe PER,MF,D.C. United,27,1994,12,11,828,9.2,1,0,1,1,0,0,1,0,1.9,1.9,1,2.9,16,30,48,0.11,0,0.11,0.11,0.11,0.21,0.11,0.31,0.21,0.31,Matches,ef2c82f8
242,George Fochive,us USA,MF,Portland Timbers,29,1992,2,0,31,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,f99000bb
243,Nathan Fogaça,br BRA,FW,Portland Timbers,22,1999,11,4,409,4.5,2,0,2,2,0,0,1,0,2.1,2.1,0.1,2.2,9,8,37,0.44,0,0.44,0.44,0.44,0.47,0.03,0.5,0.47,0.5,Matches,aad135a3
244,Andreu Fontàs,es ESP,DF,Sporting KC,32,1989,28,27,2437,27.1,2,0,2,2,0,0,6,1,1.6,1.6,0.4,1.9,32,134,2,0.07,0,0.07,0.07,0.07,0.06,0.01,0.07,0.06,0.07,Matches,0f138d5a
245,Kortne Ford,us USA,DF,Sporting KC,26,1996,14,9,807,9,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.3,2,25,3,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,Matches,552a7707
246,Taxiarchis Fountas,gr GRE,MFFW,D.C. United,26,1995,21,17,1467,16.3,12,1,13,12,0,1,2,0,8,7.2,1.9,9.1,44,30,96,0.74,0.06,0.8,0.74,0.8,0.49,0.12,0.61,0.44,0.56,Matches,2ce71308
247,Franco Fragapane,ar ARG,FW,Minnesota Utd,28,1993,30,26,2019,22.4,7,2,9,7,0,0,7,1,6.1,6.1,3.8,9.9,59,97,163,0.31,0.09,0.4,0.31,0.4,0.27,0.17,0.44,0.27,0.44,Matches,09538c47
248,Alan Franco,ar ARG,DF,Atlanta Utd,25,1996,31,31,2714,30.2,1,2,3,1,0,0,3,0,1,1,1.3,2.3,25,121,3,0.03,0.07,0.1,0.03,0.1,0.03,0.04,0.08,0.03,0.08,Matches,a548281c
249,Alan Franco,ec ECU,MF,Charlotte,23,1998,10,9,782,8.7,0,1,1,0,0,0,2,0,0.8,0.8,0.6,1.4,4,30,35,0,0.12,0.12,0,0.12,0.09,0.07,0.16,0.09,0.16,Matches,c76b161b
250,Kobe Franklin,ca CAN,DF,Toronto FC,18,2003,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,407325c4
251,Stefan Frei,ch SUI,GK,Seattle,35,1986,27,27,2430,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1d0a0f3e
252,Christian Fuchs,at AUT,DF,Charlotte,35,1986,26,22,1943,21.6,3,0,3,0,3,3,3,2,3.2,0.9,0.5,1.4,14,117,27,0.14,0,0.14,0,0,0.15,0.02,0.17,0.04,0.06,Matches,a67a09fb
253,Ruben Gabrielsen,no NOR,DF,Austin,29,1992,33,31,2737,30.4,2,1,3,2,0,0,3,0,1.1,1.1,0.9,2,18,102,6,0.07,0.03,0.1,0.07,0.1,0.04,0.03,0.06,0.04,0.06,Matches,9e64fc85
254,Ray Gaddis,us USA,DF,FC Cincinnati,32,1990,23,11,1132,12.6,0,0,0,0,0,0,1,0,0.1,0.1,1.4,1.5,12,37,44,0,0,0,0,0,0.01,0.11,0.12,0.01,0.12,Matches,8348b24d
255,McKinze Gaines,us USA,MFFW,Charlotte,23,1998,24,11,1073,11.9,1,4,5,1,0,0,3,0,1.8,1.8,4,5.7,61,24,131,0.08,0.34,0.42,0.08,0.42,0.15,0.33,0.48,0.15,0.48,Matches,8ef72983
256,Jon Gallagher,ie IRL,DF,Austin,25,1996,32,23,2127,23.6,1,4,5,1,0,0,3,0,0.4,0.4,1.9,2.3,64,109,79,0.04,0.17,0.21,0.04,0.21,0.02,0.08,0.1,0.02,0.1,Matches,9d5afdfb
257,Pedro Gallese,pe PER,GK,Orlando City,31,1990,32,32,2880,32,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,b76e1394
258,Christopher Garcia,us USA,MFFW,Real Salt Lake,19,2003,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Matches,f6390a6b
259,Mender García,co COL,FW,Minnesota Utd,23,1998,9,6,532,5.9,1,0,1,1,0,0,0,0,1.5,1.5,0.3,1.8,9,14,49,0.17,0,0.17,0.17,0.17,0.25,0.04,0.3,0.25,0.3,Matches,2375dd75
260,Chase Gasper,us USA,DF,LA Galaxy,26,1996,17,8,840,9.3,0,0,0,0,0,0,5,0,0.1,0.1,0.1,0.2,17,51,57,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,Matches,7371ec36
261,Ryan Gauld,sct SCO,MFFW,Vancouver,26,1995,28,25,2237,24.9,8,5,13,6,2,2,6,0,7.6,6.1,5.1,11.1,67,157,173,0.32,0.2,0.52,0.24,0.44,0.31,0.2,0.51,0.24,0.45,Matches,862e93c2
262,Dániel Gazdag,hu HUN,MF,Philadelphia,25,1996,34,34,2929,32.5,22,6,28,15,7,7,7,0,16.2,10.7,5.2,15.8,47,186,169,0.68,0.18,0.86,0.46,0.65,0.5,0.16,0.66,0.33,0.49,Matches,527d0e31
263,Kieran Gibbs,eng ENG,DF,Inter Miami,32,1989,15,8,635,7.1,0,0,0,0,0,0,0,0,0.9,0.9,0.2,1.2,11,30,19,0,0,0,0,0,0.13,0.03,0.16,0.13,0.16,Matches,46ee5234
264,Carles Gil,es ESP,MF,New England,29,1992,33,32,2911,32.3,7,9,16,3,4,4,3,0,8.7,5.5,10.8,16.3,172,390,201,0.22,0.28,0.49,0.09,0.37,0.27,0.33,0.6,0.17,0.5,Matches,11c30a46
265,Nacho Gil,es ESP,FWMF,New England,26,1995,4,2,201,2.2,0,0,0,0,0,0,1,0,0.1,0.1,1.5,1.6,9,10,9,0,0,0,0,0,0.04,0.68,0.72,0.04,0.72,Matches,87ec1a2a
266,Gastón Giménez,py PAR,MF,Chicago Fire,30,1991,22,20,1695,18.8,0,2,2,0,0,0,6,0,1.2,1.2,1.6,2.8,22,100,29,0,0.11,0.11,0,0.11,0.06,0.09,0.15,0.06,0.15,Matches,ab66cc31
267,Francisco Ginella,uy URU,MF,Los Angeles FC,23,1999,15,5,445,4.9,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,6,31,10,0,0,0,0,0,0.04,0.05,0.09,0.04,0.09,Matches,5a28a782
268,Nicholas Gioacchini,us USA,FWMF,Orlando City,21,2000,6,2,138,1.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,1,2,15,0,0,0,0,0,0.17,0.05,0.22,0.17,0.22,Matches,79ab7593
269,Justen Glad,us USA,DF,Real Salt Lake,24,1997,26,26,2303,25.6,3,0,3,3,0,0,6,0,3.1,3.1,0.4,3.5,1,59,0,0.12,0,0.12,0.12,0.12,0.12,0.01,0.14,0.12,0.14,Matches,5b768b0f
270,Jakob Glesnes,no NOR,DF,Philadelphia,27,1994,34,34,3060,34,0,2,2,0,0,0,2,0,0.7,0.7,1.6,2.3,30,98,4,0,0.06,0.06,0,0.06,0.02,0.05,0.07,0.02,0.07,Matches,ac65aef3
271,Chris Gloster,us USA,DF,NYCFC,21,2000,11,6,481,5.3,1,1,2,1,0,0,0,0,0.2,0.2,1,1.3,12,16,47,0.19,0.19,0.37,0.19,0.37,0.05,0.19,0.24,0.05,0.24,Matches,01cd3c12
272,Marcus Godinho,ca CAN,DF,Vancouver,24,1997,23,12,1019,11.3,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.7,36,56,63,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06,Matches,27854bf6
273,Aníbal Godoy,pa PAN,MF,Nashville,31,1990,19,11,945,10.5,1,2,3,1,0,0,5,0,0.8,0.8,0.4,1.2,11,43,22,0.1,0.19,0.29,0.1,0.29,0.07,0.04,0.11,0.07,0.11,Matches,2d496ca3
274,Erik Godoy,ar ARG,DF,Vancouver,28,1993,6,5,454,5,1,0,1,1,0,0,1,0,0.2,0.2,0,0.2,5,15,0,0.2,0,0.2,0.2,0.2,0.04,0,0.04,0.04,0.04,Matches,e8b80334
275,Eulânio Ângelo Chipela Gomes,gw GNB,DF,FC Dallas,27,1994,27,11,1191,13.2,0,2,2,0,0,0,1,0,0.5,0.5,1.6,2.1,33,35,78,0,0.15,0.15,0,0.15,0.04,0.12,0.16,0.04,0.16,Matches,d9b9b71a
276,Yeimar Gómez Andrade,co COL,DF,Seattle,29,1992,28,26,2314,25.7,1,0,1,1,0,0,4,0,1.4,1.4,0.2,1.6,4,66,3,0.04,0,0.04,0.04,0.04,0.06,0.01,0.06,0.06,0.06,Matches,e43c8d72
277,Jonathan González,mx MEX,MFFW,Minnesota Utd,22,1999,8,1,195,2.2,1,0,1,1,0,0,0,0,0.4,0.4,0.1,0.5,1,9,13,0.46,0,0.46,0.46,0.46,0.18,0.04,0.21,0.18,0.21,Matches,a8785279
278,Omar Gonzalez,us USA,DF,New England,33,1988,17,8,762,8.5,0,0,0,0,0,0,1,0,0.5,0.5,0,0.5,1,17,1,0,0,0,0,0,0.06,0,0.06,0.06,0.06,Matches,0d2fe665
279,Samuel Grandsir,fr FRA,FWMF,LA Galaxy,25,1996,33,19,1611,17.9,3,5,8,3,0,0,4,0,3.5,3.5,3.9,7.4,71,42,212,0.17,0.28,0.45,0.17,0.45,0.2,0.22,0.41,0.2,0.41,Matches,d2448564
280,Tayvon Gray,us USA,DF,NYCFC,19,2002,27,22,1879,20.9,0,1,1,0,0,0,1,0,0.6,0.6,1.3,1.9,38,60,67,0,0.05,0.05,0,0.05,0.03,0.06,0.09,0.03,0.09,Matches,c839e1b2
281,Gregore,br BRA,MF,Inter Miami,27,1994,30,30,2700,30,0,2,2,0,0,0,12,0,1,1,1.1,2.1,43,197,33,0,0.07,0.07,0,0.07,0.03,0.04,0.07,0.03,0.07,Matches,49815f34
282,Ján Greguš,sk SVK,MF,San Jose,31,1991,27,17,1680,18.7,0,5,5,0,0,0,1,0,0.9,0.9,2.4,3.2,27,127,23,0,0.27,0.27,0,0.27,0.05,0.13,0.17,0.05,0.17,Matches,7d974435
283,Julian Gressel,us USA,DF,D.C. United,28,1993,17,16,1379,15.3,0,4,4,0,0,0,2,0,2.1,2.1,3.2,5.3,18,74,98,0,0.26,0.26,0,0.26,0.13,0.21,0.35,0.13,0.35,Matches,acd47bc0
284,Julian Gressel,us USA,MFDF,Vancouver,28,1993,13,11,972,10.8,2,2,4,2,0,0,1,0,1.3,1.3,1.8,3.1,26,51,82,0.19,0.19,0.37,0.19,0.37,0.12,0.16,0.29,0.12,0.29,Matches,acd47bc0
285,Raúl Gudiño,mx MEX,GK,Atlanta Utd,25,1996,6,6,495,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,2f061b36
286,Sami Guediri,us USA,DF,D.C. United,24,1997,13,10,803,8.9,0,0,0,0,0,0,1,0,0.1,0.1,0.6,0.7,15,37,20,0,0,0,0,0,0.01,0.06,0.08,0.01,0.08,Matches,e3dc71a7
287,Brian Gutiérrez,us USA,FWMF,Chicago Fire,18,2003,33,20,1637,18.2,2,5,7,2,0,0,4,1,2.9,2.9,2.7,5.6,29,81,118,0.11,0.27,0.38,0.11,0.38,0.16,0.15,0.31,0.16,0.31,Matches,d88f31db
288,Cristián Gutiérrez,cl CHI,DF,Vancouver,24,1997,11,6,616,6.8,0,1,1,0,0,0,1,0,0.2,0.2,1.1,1.3,11,39,17,0,0.15,0.15,0,0.15,0.03,0.16,0.19,0.03,0.19,Matches,6e56a4f2
289,Diego Gutierrez,us USA,FW,Portland Timbers,22,1999,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,Matches,4903a306
290,Felipe Gutiérrez,cl CHI,MF,Colorado Rapids,31,1990,12,10,840,9.3,0,2,2,0,0,0,3,0,0.8,0.8,1.3,2.2,16,59,21,0,0.21,0.21,0,0.21,0.09,0.14,0.23,0.09,0.23,Matches,80ae314a
291,Andrew Gutman,us USA,DF,Atlanta Utd,25,1996,25,22,1962,21.8,4,1,5,4,0,0,5,0,4.4,4.4,1.5,5.9,51,84,101,0.18,0.05,0.23,0.18,0.23,0.2,0.07,0.27,0.2,0.27,Matches,b7a23251
292,Brad Guzan,us USA,GK,Atlanta Utd,37,1984,7,7,612,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,d899e3bf
293,Justin Haak,us USA,MFDF,NYCFC,20,2001,15,7,764,8.5,0,0,0,0,0,0,3,0,0,0,0.4,0.4,6,27,5,0,0,0,0,0,0,0.05,0.05,0,0.05,Matches,c644e140
294,Luke Haakenson,us USA,MFFW,Nashville,24,1997,25,5,597,6.6,0,3,3,0,0,0,3,0,1,1,1.4,2.4,20,13,37,0,0.45,0.45,0,0.45,0.15,0.22,0.36,0.15,0.36,Matches,77d28e45
295,Teenage Hadebe,zw ZIM,DF,Houston Dynamo,26,1995,22,20,1810,20.1,2,0,2,2,0,0,12,2,1.6,1.6,1.2,2.8,15,53,0,0.1,0,0.1,0.1,0.1,0.08,0.06,0.14,0.08,0.14,Matches,582952f2
296,Nick Hagglund,us USA,DF,FC Cincinnati,29,1992,32,31,2715,30.2,1,1,2,1,0,0,7,1,1.6,1.6,1.3,2.9,16,101,11,0.03,0.03,0.07,0.03,0.07,0.05,0.04,0.1,0.05,0.1,Matches,39632554
297,Marlon Hairston,us USA,DF,Columbus Crew,27,1994,3,1,153,1.7,0,0,0,0,0,0,0,0,0,0,0.1,0.1,2,2,7,0,0,0,0,0,0,0.08,0.08,0,0.08,Matches,1d531c57
298,Siad Haji,so SOM,DFFW,San Jose,22,1999,2,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,4,5,0,0,0,0,0,0,0.52,0.52,0,0.52,Matches,9212f1cb
299,Michael Halliday,us USA,DFMF,Orlando City,19,2003,6,0,50,0.6,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,Matches,6ad5f50e
300,Ahmed Hamdi,eg EGY,MF,CF Montréal,23,1998,9,3,332,3.7,0,1,1,0,0,0,2,0,0.4,0.4,0.3,0.7,4,10,16,0,0.27,0.27,0,0.27,0.11,0.09,0.19,0.11,0.19,Matches,fc7c8d3d
301,Bill Hamid,us USA,GK,D.C. United,31,1990,10,10,858,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,012fc030
302,Niko Hansen,dk DEN,FWMF,Minnesota Utd,27,1994,5,0,100,1.1,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.3,4,2,15,0,0.9,0.9,0,0.9,0.12,0.16,0.28,0.12,0.28,Matches,9bebd450
303,Cameron Harper,us USA,DFFW,NY Red Bulls,20,2001,17,6,765,8.5,2,2,4,2,0,0,5,0,1.1,1.1,1.2,2.3,24,24,67,0.24,0.24,0.47,0.24,0.47,0.13,0.14,0.27,0.13,0.27,Matches,4a78c769
304,Nathan Harriel,us USA,DF,Philadelphia,20,2001,25,20,1768,19.6,1,1,2,1,0,0,2,0,1.7,1.7,0.5,2.2,12,63,64,0.05,0.05,0.1,0.05,0.1,0.09,0.02,0.11,0.09,0.11,Matches,b3edbeff
305,Calvin Harris,eng ENG,DFFW,FC Cincinnati,21,2000,8,2,179,2,1,1,2,1,0,0,1,0,1.6,1.6,0.8,2.3,2,2,14,0.5,0.5,1.01,0.5,1.01,0.78,0.38,1.16,0.78,1.16,Matches,07b0aeef
306,Thomas Hasal,ca CAN,GK,Vancouver,22,1999,17,17,1509,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,86bac87b
307,Jacori Hayes,us USA,MF,Minnesota Utd,26,1995,8,0,75,0.8,0,1,1,0,0,0,1,0,0.1,0.1,0,0.1,1,5,0,0,1.2,1.2,0,1.2,0.13,0.03,0.16,0.13,0.16,Matches,d2173b7b
308,Héber,br BRA,FW,NYCFC,30,1991,29,9,1012,11.2,8,0,8,7,1,1,0,0,5.9,5.1,1,6.2,10,26,52,0.71,0,0.71,0.62,0.62,0.52,0.09,0.61,0.45,0.55,Matches,d552c4a1
309,Matt Hedges,us USA,DF,FC Dallas,31,1990,28,26,2226,24.7,1,0,1,1,0,0,2,0,1.7,1.7,0.6,2.3,6,65,4,0.04,0,0.04,0.04,0.04,0.07,0.02,0.09,0.07,0.09,Matches,5e2a4d0e
310,Chris Hegardt,us USA,MFFW,Charlotte,20,2002,3,0,19,0.2,0,0,0,0,0,0,1,0,0,0,0.4,0.4,3,2,3,0,0,0,0,0,0,1.96,1.96,0,1.96,Matches,99a6142d
311,Doneil Henry,ca CAN,DF,Toronto FC,28,1993,6,0,142,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Matches,22636117
312,Doneil Henry,ca CAN,DF,Los Angeles FC,28,1993,5,2,134,1.5,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,Matches,22636117
313,Fabian Herbers,de GER,FWMF,Chicago Fire,28,1993,25,10,1076,12,1,1,2,1,0,0,4,0,1.3,1.3,1.3,2.7,21,48,68,0.08,0.08,0.17,0.08,0.17,0.11,0.11,0.22,0.11,0.22,Matches,5cbf5ccd
314,Felipe Hernandez,us USA,MF,Sporting KC,23,1998,34,16,1781,19.8,2,3,5,2,0,0,3,0,1.9,1.9,2.9,4.8,27,64,66,0.1,0.15,0.25,0.1,0.25,0.1,0.15,0.24,0.1,0.24,Matches,31a4d0b8
315,Javier Hernández,mx MEX,FW,LA Galaxy,33,1988,32,31,2583,28.7,18,2,20,15,3,6,8,0,18.3,13.6,2.4,16,34,70,178,0.63,0.07,0.7,0.52,0.59,0.64,0.09,0.72,0.47,0.56,Matches,189cee7b
316,Ronald Hernández,ve VEN,DF,Atlanta Utd,24,1997,13,11,761,8.5,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,21,43,34,0,0,0,0,0,0.01,0.04,0.05,0.01,0.05,Matches,de907bab
317,Aaron Herrera,us USA,DF,Real Salt Lake,24,1997,27,25,2268,25.2,0,2,2,0,0,0,6,1,0.6,0.6,3,3.6,68,125,96,0,0.08,0.08,0,0.08,0.02,0.12,0.14,0.02,0.14,Matches,d86e3070
318,Héctor Herrera,mx MEX,MF,Houston Dynamo,31,1990,10,6,685,7.6,0,1,1,0,0,0,3,0,0.5,0.5,0.5,1,13,78,25,0,0.13,0.13,0,0.13,0.07,0.07,0.14,0.07,0.14,Matches,a8542814
319,Gonzalo Higuaín,ar ARG,FW,Inter Miami,34,1987,28,20,1749,19.4,16,3,19,11,5,5,2,0,9.4,5.5,3.6,9.1,27,44,96,0.82,0.15,0.98,0.57,0.72,0.49,0.18,0.67,0.28,0.47,Matches,8a08491a
320,Brendan Hines-Ike,us USA,DF,D.C. United,27,1994,20,20,1682,18.7,0,0,0,0,0,0,5,0,0.2,0.2,0.1,0.3,27,66,7,0,0,0,0,0,0.01,0,0.02,0.01,0.02,Matches,b807c1dc
321,Bongokuhle Hlongwane,za RSA,FW,Minnesota Utd,21,2000,29,18,1598,17.8,2,4,6,2,0,0,0,0,5,5,3.8,8.8,63,41,180,0.11,0.23,0.34,0.11,0.34,0.28,0.22,0.5,0.28,0.5,Matches,de9952b5
322,Danny Hoesen,nl NED,FW,Austin,31,1991,14,3,382,4.2,3,0,3,3,0,0,0,0,2.3,2.3,0.5,2.7,3,1,9,0.71,0,0.71,0.71,0.71,0.54,0.11,0.65,0.54,0.65,Matches,5ef1939b
323,Ryan Hollingshead,us USA,DF,Los Angeles FC,30,1991,30,22,1930,21.4,6,1,7,6,0,0,3,1,2.8,2.8,1.1,3.9,48,73,95,0.28,0.05,0.33,0.28,0.33,0.13,0.05,0.18,0.13,0.18,Matches,28b58797
324,Erik Holt,us USA,DF,Real Salt Lake,25,1996,10,6,563,6.3,0,0,0,0,0,0,2,0,0.6,0.6,0.1,0.8,1,22,1,0,0,0,0,0,0.1,0.02,0.12,0.1,0.12,Matches,3677d047
325,Jackson Hopkins,us USA,MFFW,D.C. United,17,2004,21,11,904,10,0,1,1,0,0,0,5,0,0.6,0.6,1.5,2.1,22,35,66,0,0.1,0.1,0,0.1,0.06,0.15,0.21,0.06,0.21,Matches,8344adf5
326,Adrien Hunou,fr FRA,FWMF,Minnesota Utd,28,1994,9,1,128,1.4,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0,2,10,0,0,0,0,0,0.18,0.02,0.2,0.18,0.2,Matches,d14229f3
327,Erik Hurtado,us USA,FW,Columbus Crew,31,1990,14,4,423,4.7,3,0,3,3,0,0,2,0,1.3,1.3,0.5,1.8,7,1,27,0.64,0,0.64,0.64,0.64,0.27,0.11,0.38,0.27,0.38,Matches,b11e6f2b
328,Emerson Hyndman,us USA,MF,Atlanta Utd,25,1996,9,2,288,3.2,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.8,1,27,8,0,0,0,0,0,0.21,0.03,0.24,0.21,0.24,Matches,3be1a627
329,Franco Ibarra,ar ARG,MF,Atlanta Utd,20,2001,20,11,979,10.9,0,1,1,0,0,0,5,0,0.6,0.6,1,1.5,4,45,12,0,0.09,0.09,0,0.09,0.05,0.09,0.14,0.05,0.14,Matches,db6540c5
330,Sebastien Ibeagha,us USA,DF,Los Angeles FC,30,1992,17,12,1187,13.2,0,0,0,0,0,0,4,0,0.3,0.3,0,0.3,2,27,1,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches,41ba8175
331,Sunusi Ibrahim,ng NGA,MFFW,CF Montréal,19,2002,6,3,236,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,7,5,22,0,0,0,0,0,0.08,0.08,0.16,0.08,0.16,Matches,7.97E+10
332,James Igbekeme,ng NGA,FWMF,Columbus Crew,26,1995,23,8,901,10,0,0,0,0,0,0,2,0,1.5,1.5,0.5,1.9,21,57,34,0,0,0,0,0,0.15,0.05,0.19,0.15,0.19,Matches,c9ce0fc8
333,Tega Ikoba,us USA,FW,Portland Timbers,18,2003,2,0,23,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0.29,0,0.29,0.29,0.29,Matches,35d550f2
334,Arnór Ingvi Traustason,is ISL,FWMF,New England,28,1993,15,5,496,5.5,0,0,0,0,0,0,1,0,0.6,0.6,1,1.6,10,18,50,0,0,0,0,0,0.12,0.18,0.29,0.12,0.29,Matches,7d036b4a
335,Lorenzo Insigne,it ITA,FWMF,Toronto FC,30,1991,11,11,926,10.3,6,2,8,6,0,1,1,0,3.9,3.1,2.5,5.6,38,68,99,0.58,0.19,0.78,0.58,0.78,0.38,0.24,0.62,0.3,0.55,Matches,2f557579
336,Nicolas Isimat-Mirin,fr FRA,DF,Sporting KC,30,1991,28,26,2276,25.3,0,0,0,0,0,0,5,0,0.6,0.6,0.6,1.2,10,47,6,0,0,0,0,0,0.02,0.02,0.05,0.02,0.05,Matches,14e8e9d7
337,Aljaž Ivačič,si SVN,GK,Portland Timbers,28,1993,32,32,2880,32,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4d6e50d8
338,Stanislav Ivanov,bg BUL,FWMF,Chicago Fire,22,1999,15,12,882,9.8,1,0,1,1,0,0,0,0,0.9,0.9,1.6,2.5,19,27,62,0.1,0,0.1,0.1,0.1,0.1,0.16,0.26,0.1,0.26,Matches,0cafba94
339,Robin Jansson,se SWE,DF,Orlando City,30,1991,22,22,1970,21.9,1,1,2,1,0,0,11,1,1,1,0.3,1.3,21,77,4,0.05,0.05,0.09,0.05,0.09,0.05,0.01,0.06,0.05,0.06,Matches,8ca5c176
